what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.jsf.facelet.core,1.0.0.v20100604,"org.eclipse.jst.jsf.facelet.core",1311014673165
stopped,bundle,org.eclipse.jst.jsf.core,1.3.0.v20100602,"org.eclipse.jst.jsf.core",1311014673165
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.2.0.v20100526,"org.eclipse.jst.jsf.standard.tagsupport",1311014673165
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.2.0.v20100308,"org.eclipse.jst.pagedesigner.jsp.core",1311014673165
stopped,bundle,org.eclipse.jst.jsf.common,1.2.0.v20100604,"org.eclipse.jst.jsf.common",1311014673165
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1311014673165
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.core",1311014673165
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1311014673165
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.core",1311014673165
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1311014673165
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.core",1311014673165
stopped,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1311014673165
stopped,bundle,org.eclipse.jst.ws.jaxrs.ui,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.ui",1311014673165
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1311014673165
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1311014673165
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1311014673165
stopped,bundle,com.salesforce.ide.schemabrowser,20.0.1.201011121559,"com.salesforce.ide.schemabrowser",1311014673165
stopped,bundle,com.salesforce.ide.deployment,20.0.1.201011121559,"com.salesforce.ide.deployment",1311014673165
stopped,bundle,com.salesforce.ide.ui.editors,20.0.1.201011121559,"com.salesforce.ide.ui.editors",1311014673165
stopped,bundle,com.salesforce.ide.ui.editors.intro,20.0.1.201011121559,"com.salesforce.ide.ui.editors.intro",1311014673183
stopped,bundle,com.salesforce.ide.upgrade,20.0.1.201011121559,"com.salesforce.ide.upgrade",1311014673183
stopped,bundle,com.salesforce.ide.ui,20.0.1.201011121559,"com.salesforce.ide.ui",1311014673215
stopped,bundle,org.eclipse.jst.common.project.facet.ui,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.ui",1311014673215
stopped,bundle,com.android.ide.eclipse.traceview,10.0.1.v201103111512-110841,"com.android.ide.eclipse.traceview",1311014673215
stopped,bundle,org.eclipse.jst.common.ui,1.0.3.v201101101700,"org.eclipse.jst.common.ui",1311014673215
stopped,bundle,com.google.gdt.eclipse.platform.shared,2.3.2.r36v201106211634,"com.google.gdt.eclipse.platform.shared",1311014673217
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.303.v201012160047,"org.eclipse.wst.jsdt.web.support.jsp",1311014673217
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.504.v201103231819,"org.eclipse.jst.jsp.ui",1311014673217
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0.webkit,2.3.2.r36x201106161421,"com.google.gdt.eclipse.designer.hosted.2_0.webkit",1311014673217
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_0,2.3.2.r36x201106161421,"com.google.gdt.eclipse.designer.hosted.2_0",1311014673217
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2.webkit,2.3.2.r36x201106161421,"com.google.gdt.eclipse.designer.hosted.2_2.webkit",1311014673217
stopped,bundle,com.google.gdt.eclipse.designer.hosted.2_2,2.3.2.r36x201106161421,"com.google.gdt.eclipse.designer.hosted.2_2",1311014673217
stopped,bundle,com.google.gdt.eclipse.designer.hosted,2.3.2.r36x201106161421,"com.google.gdt.eclipse.designer.hosted",1311014673217
stopped,bundle,org.eclipse.wb.core.databinding.xml,1.0.0.r36x201106161417,"org.eclipse.wb.core.databinding.xml",1311014673217
stopped,bundle,org.eclipse.wb.core.databinding,1.0.0.r36x201106161401,"org.eclipse.wb.core.databinding",1311014673217
stopped,bundle,org.eclipse.wb.core.xml,1.0.0.r36x201106161417,"org.eclipse.wb.core.xml",1311014673217
stopped,bundle,org.eclipse.wb.css,1.0.0.r36x201106161406,"org.eclipse.wb.css",1311014673217
stopped,bundle,org.eclipse.wb.os.macosx,1.0.0.r36x201106161401,"org.eclipse.wb.os.macosx",1311014673217
stopped,bundle,org.eclipse.wb.core,1.0.0.r36x201106161401,"org.eclipse.wb.core",1311014673217
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1311014673245
stopped,bundle,org.eclipse.rse.importexport,1.2.100.v201003010830,"org.eclipse.rse.importexport",1311014673245
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.0.v200905272300,"org.eclipse.rse.subsystems.shells.telnet",1311014673245
stopped,bundle,org.eclipse.rse.useractions,1.1.100.v200905272300,"org.eclipse.rse.useractions",1311014673245
stopped,bundle,org.eclipse.rse.shells.ui,3.0.200.v201006041352,"org.eclipse.rse.shells.ui",1311014673245
stopped,bundle,org.eclipse.rse.files.ui,3.1.100.v201005221100,"org.eclipse.rse.files.ui",1311014673245
stopped,bundle,org.eclipse.rse.processes.ui,3.0.200.v201003010830,"org.eclipse.rse.processes.ui",1311014673245
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1311014673245
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.501.v201004201506,"org.eclipse.wst.wsi.ui",1311014673245
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.305.v201103170010,"org.eclipse.wst.wsdl.ui",1311014673245
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1311014673245
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.0.v201004290328,"org.eclipse.wst.xsl.ui",1311014673245
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.0.v201004290328,"org.eclipse.wst.xml.xpath.ui",1311014673245
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1311014673245
stopped,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1311014673245
